,id_curriculo_componente,id_curriculo,id_componente_curricular,semestre_oferta,tipo_vinculo_componente,nivel_ensino
59782,134044519,134044403,61087,0,OPTATIVO,GRADUAÇÃO
59851,151048619,133804382,69596,0,OPTATIVO,GRADUAÇÃO
60241,139932267,133804382,69602,0,OPTATIVO,GRADUAÇÃO
60296,151047848,133804382,69604,0,OPTATIVO,GRADUAÇÃO
60349,151036500,133797961,72709,0,OPTATIVO,GRADUAÇÃO
60445,133804452,133804382,68476,0,OPTATIVO,GRADUAÇÃO
60612,137397629,133804382,70926,0,OPTATIVO,GRADUAÇÃO
60639,134044581,134044403,55023,3,OBRIGATÓRIO,GRADUAÇÃO
60795,139890031,133797961,72272,0,OPTATIVO,GRADUAÇÃO
60811,137397987,134044403,69595,0,OPTATIVO,GRADUAÇÃO
60909,137397244,133797961,66439,0,OPTATIVO,GRADUAÇÃO
60933,133804420,133804382,2054929,0,OPTATIVO,GRADUAÇÃO
61016,151048616,133804382,69592,0,OPTATIVO,GRADUAÇÃO
61140,133804479,133804382,61114,0,OPTATIVO,GRADUAÇÃO
61150,133795221,133795010,55082,1,OBRIGATÓRIO,GRADUAÇÃO
61273,136619678,133797961,70886,0,OPTATIVO,GRADUAÇÃO
61340,134044591,134044403,55052,0,OPTATIVO,GRADUAÇÃO
61352,134044445,134044403,40136,0,OPTATIVO,GRADUAÇÃO
61393,133798929,133795010,69615,0,OPTATIVO,GRADUAÇÃO
61509,139889701,133795010,72273,0,OPTATIVO,GRADUAÇÃO
61786,133797998,133797961,2054919,0,OPTATIVO,GRADUAÇÃO
61804,151046241,133804382,64878,0,OPTATIVO,GRADUAÇÃO
61904,133795210,133795010,66481,0,OPTATIVO,GRADUAÇÃO
61948,133795159,133795010,52681,0,OPTATIVO,GRADUAÇÃO
62019,133798111,133797961,52788,0,OPTATIVO,GRADUAÇÃO
62163,133795129,133795010,61122,0,OPTATIVO,GRADUAÇÃO
62207,133804445,133804382,59735,0,OPTATIVO,GRADUAÇÃO
62324,133797981,133797961,26923,0,OPTATIVO,GRADUAÇÃO
62336,133795179,133795010,52699,0,OPTATIVO,GRADUAÇÃO
62388,136619681,133797961,70885,0,OPTATIVO,GRADUAÇÃO
62460,133795099,133795010,61106,0,OPTATIVO,GRADUAÇÃO
62612,134044431,134044403,26930,0,OPTATIVO,GRADUAÇÃO
62627,133804602,133804382,52666,6,OBRIGATÓRIO,GRADUAÇÃO
62876,133798032,133797961,52536,0,OPTATIVO,GRADUAÇÃO
62936,133799117,133797961,69620,0,OPTATIVO,GRADUAÇÃO
63059,133798047,133797961,61102,0,OPTATIVO,GRADUAÇÃO
63091,134044602,134044403,52699,0,OPTATIVO,GRADUAÇÃO
63104,134044599,134044403,52794,0,OPTATIVO,GRADUAÇÃO
63181,133795174,133795010,52693,0,OPTATIVO,GRADUAÇÃO
63354,133797975,133797961,26917,0,OPTATIVO,GRADUAÇÃO
63395,133798169,133797961,23557,0,OPTATIVO,GRADUAÇÃO
63531,133804395,133804382,26916,0,OPTATIVO,GRADUAÇÃO
63540,133804547,133804382,63936,0,OPTATIVO,GRADUAÇÃO
63557,137397635,133804382,69595,0,OPTATIVO,GRADUAÇÃO
63667,133799105,133797961,69608,0,OPTATIVO,GRADUAÇÃO
63757,133804521,133804382,55053,0,OPTATIVO,GRADUAÇÃO
63897,133804556,133804382,61130,0,OPTATIVO,GRADUAÇÃO
63908,133795023,133795010,26916,0,OPTATIVO,GRADUAÇÃO
63932,134044523,134044403,61110,0,OPTATIVO,GRADUAÇÃO
64017,133795237,133795010,55027,4,OBRIGATÓRIO,GRADUAÇÃO
64093,133795128,133795010,61121,0,OPTATIVO,GRADUAÇÃO
64141,133797964,133797961,26528,0,OPTATIVO,GRADUAÇÃO
64164,151043560,134044403,72708,0,OPTATIVO,GRADUAÇÃO
64169,133795020,133795010,68447,0,OPTATIVO,GRADUAÇÃO
64320,133795154,133795010,52682,0,OPTATIVO,GRADUAÇÃO
64573,134044575,134044403,55085,0,OPTATIVO,GRADUAÇÃO
64594,133798078,133797961,61119,0,OPTATIVO,GRADUAÇÃO
64623,134107142,133795010,66424,0,OPTATIVO,GRADUAÇÃO
64678,133798118,133797961,55053,0,OPTATIVO,GRADUAÇÃO
64853,134044428,134044403,64923,0,OPTATIVO,GRADUAÇÃO
65001,133795119,133795010,61112,0,OPTATIVO,GRADUAÇÃO
65168,133799088,133797961,69591,0,OPTATIVO,GRADUAÇÃO
65209,134044408,134044403,26528,0,OPTATIVO,GRADUAÇÃO
65236,133795214,133795010,65103,0,OPTATIVO,GRADUAÇÃO
65470,139651487,133795010,72205,0,OPTATIVO,GRADUAÇÃO
65498,133798178,133797961,66444,2,OBRIGATÓRIO,GRADUAÇÃO
65501,133798107,133797961,52684,0,OPTATIVO,GRADUAÇÃO
65707,133795108,133795010,61101,0,OPTATIVO,GRADUAÇÃO
65820,151036497,133797961,72714,0,OPTATIVO,GRADUAÇÃO
65890,133798106,133797961,52683,0,OPTATIVO,GRADUAÇÃO
65988,133795239,133795010,52790,6,OBRIGATÓRIO,GRADUAÇÃO
66124,134044577,134044403,52662,2,OBRIGATÓRIO,GRADUAÇÃO
66138,134044412,134044403,55940,0,OPTATIVO,GRADUAÇÃO
66147,133798086,133797961,55038,0,OPTATIVO,GRADUAÇÃO
66186,134044569,134044403,52688,0,OPTATIVO,GRADUAÇÃO
66213,133798155,133797961,63933,0,OPTATIVO,GRADUAÇÃO
66234,133804387,133804382,64877,0,OPTATIVO,GRADUAÇÃO
66281,133795111,133795010,61085,0,OPTATIVO,GRADUAÇÃO
66326,133795059,133795010,2054953,0,OPTATIVO,GRADUAÇÃO
66450,134044433,134044403,26931,0,OPTATIVO,GRADUAÇÃO
66454,151040544,133795010,72711,0,OPTATIVO,GRADUAÇÃO
66492,133804446,133804382,59736,0,OPTATIVO,GRADUAÇÃO
66503,133798157,133797961,65101,0,OPTATIVO,GRADUAÇÃO
66505,133795205,133795010,63937,0,OPTATIVO,GRADUAÇÃO
66512,133804501,133804382,55047,0,OPTATIVO,GRADUAÇÃO
66528,139889702,133795010,72274,0,OPTATIVO,GRADUAÇÃO
66645,133798150,133797961,62886,0,OPTATIVO,GRADUAÇÃO
66786,133795079,133795010,51457,0,OPTATIVO,GRADUAÇÃO
66811,134044620,134044403,63937,0,OPTATIVO,GRADUAÇÃO
66845,134044652,134044403,2054905,6,OBRIGATÓRIO,GRADUAÇÃO
66868,133798179,133797961,55022,2,OBRIGATÓRIO,GRADUAÇÃO
66941,133804606,133804382,21790,7,OBRIGATÓRIO,GRADUAÇÃO
67034,139932268,133804382,70885,0,OPTATIVO,GRADUAÇÃO
67049,133798164,133797961,68477,0,OPTATIVO,GRADUAÇÃO
67201,133797988,133797961,21787,0,OPTATIVO,GRADUAÇÃO
67297,133798101,133797961,55051,0,OPTATIVO,GRADUAÇÃO
67375,133798915,133795010,69601,0,OPTATIVO,GRADUAÇÃO
67465,137397982,134044403,69696,0,OPTATIVO,GRADUAÇÃO
67484,133798056,133797961,61097,0,OPTATIVO,GRADUAÇÃO
67500,133798135,133797961,55056,0,OPTATIVO,GRADUAÇÃO
67634,134044567,134044403,52686,0,OPTATIVO,GRADUAÇÃO
67672,133795230,133795010,52662,2,OBRIGATÓRIO,GRADUAÇÃO
67847,134044499,134044403,65104,0,OPTATIVO,GRADUAÇÃO
67927,134044558,134044403,52685,0,OPTATIVO,GRADUAÇÃO
68004,134107163,133797961,66424,0,OPTATIVO,GRADUAÇÃO
68009,133804583,133804382,55023,3,OBRIGATÓRIO,GRADUAÇÃO
68088,133804402,133804382,26923,0,OPTATIVO,GRADUAÇÃO
68124,133795024,133795010,26917,0,OPTATIVO,GRADUAÇÃO
68193,133798015,133797961,52813,0,OPTATIVO,GRADUAÇÃO
68212,133795120,133795010,61113,0,OPTATIVO,GRADUAÇÃO
68253,133798190,133797961,55028,5,OBRIGATÓRIO,GRADUAÇÃO
68299,134044423,134044403,26921,0,OPTATIVO,GRADUAÇÃO
68349,134044589,134044403,52813,7,OBRIGATÓRIO,GRADUAÇÃO
68591,133799111,133797961,69614,0,OPTATIVO,GRADUAÇÃO
68607,133795098,133795010,61105,0,OPTATIVO,GRADUAÇÃO
68650,133797979,133797961,26921,0,OPTATIVO,GRADUAÇÃO
68719,133804594,133804382,69693,5,OBRIGATÓRIO,GRADUAÇÃO
68736,133804459,133804382,61108,0,OPTATIVO,GRADUAÇÃO
68740,133799115,133797961,69618,0,OPTATIVO,GRADUAÇÃO
68785,139932269,133804382,69613,0,OPTATIVO,GRADUAÇÃO
68787,134044421,134044403,26919,0,OPTATIVO,GRADUAÇÃO
68867,133798938,133795010,69624,0,OPTATIVO,GRADUAÇÃO
68969,133798075,133797961,61116,0,OPTATIVO,GRADUAÇÃO
68990,133795229,133795010,52665,2,OBRIGATÓRIO,GRADUAÇÃO
69068,133799094,133797961,69596,0,OPTATIVO,GRADUAÇÃO
69156,133795092,133795010,63935,0,OPTATIVO,GRADUAÇÃO
69190,134044461,134044403,2054925,0,OPTATIVO,GRADUAÇÃO
69203,133795077,133795010,46256,0,OPTATIVO,GRADUAÇÃO
69220,133804544,133804382,55085,0,OPTATIVO,GRADUAÇÃO
69299,134044440,134044403,21705,0,OPTATIVO,GRADUAÇÃO
69394,133804447,133804382,59737,0,OPTATIVO,GRADUAÇÃO
69443,133798153,133797961,61130,0,OPTATIVO,GRADUAÇÃO
69530,151047035,133804382,69599,0,OPTATIVO,GRADUAÇÃO
69559,133795146,133795010,55047,0,OPTATIVO,GRADUAÇÃO
69630,133799114,133797961,69617,0,OPTATIVO,GRADUAÇÃO
69800,134107141,133795010,64879,0,OPTATIVO,GRADUAÇÃO
69815,133804498,133804382,55043,0,OPTATIVO,GRADUAÇÃO
69853,133798035,133797961,57807,0,OPTATIVO,GRADUAÇÃO
70099,133804591,133804382,55325,4,OBRIGATÓRIO,GRADUAÇÃO
70198,133804469,133804382,61085,0,OPTATIVO,GRADUAÇÃO
70248,151047857,133804382,69623,0,OPTATIVO,GRADUAÇÃO
70274,133804510,133804382,52684,0,OPTATIVO,GRADUAÇÃO
70489,133795151,133795010,52792,0,OPTATIVO,GRADUAÇÃO
70617,133798158,133797961,63934,0,OPTATIVO,GRADUAÇÃO
70639,133804504,133804382,55051,0,OPTATIVO,GRADUAÇÃO
70645,139850296,134044403,69693,0,OPTATIVO,GRADUAÇÃO
70653,133795085,133795010,59733,0,OPTATIVO,GRADUAÇÃO
70659,133795082,133795010,57806,0,OPTATIVO,GRADUAÇÃO
70708,151047854,133804382,69620,0,OPTATIVO,GRADUAÇÃO
70782,133798120,133797961,55074,0,OPTATIVO,GRADUAÇÃO
70932,133804520,133804382,55052,0,OPTATIVO,GRADUAÇÃO
70967,133804485,133804382,61120,0,OPTATIVO,GRADUAÇÃO
71116,134045133,134044403,66374,5,OBRIGATÓRIO,GRADUAÇÃO
71270,133798129,133797961,52698,0,OPTATIVO,GRADUAÇÃO
71283,133798079,133797961,61120,0,OPTATIVO,GRADUAÇÃO
71297,133798057,133797961,61098,0,OPTATIVO,GRADUAÇÃO
71365,133804396,133804382,26917,0,OPTATIVO,GRADUAÇÃO
71480,133795053,133795010,2054930,0,OPTATIVO,GRADUAÇÃO
71563,151042966,133804382,72714,0,OPTATIVO,GRADUAÇÃO
71629,133804394,133804382,26915,0,OPTATIVO,GRADUAÇÃO
71634,133795089,133795010,59737,0,OPTATIVO,GRADUAÇÃO
71729,136481476,133795010,68509,0,OPTATIVO,GRADUAÇÃO
71739,134044405,134044403,69663,0,OPTATIVO,GRADUAÇÃO
71792,133804536,133804382,52996,0,OPTATIVO,GRADUAÇÃO
71863,133795100,133795010,61107,0,OPTATIVO,GRADUAÇÃO
71878,133798151,133797961,62887,0,OPTATIVO,GRADUAÇÃO
72016,133798140,133797961,55084,0,OPTATIVO,GRADUAÇÃO
72051,133798006,133797961,2054931,0,OPTATIVO,GRADUAÇÃO
72182,133795088,133795010,59736,0,OPTATIVO,GRADUAÇÃO
72202,133798156,133797961,63937,0,OPTATIVO,GRADUAÇÃO
72241,133804398,133804382,26919,0,OPTATIVO,GRADUAÇÃO
72276,133804541,133804382,55059,0,OPTATIVO,GRADUAÇÃO
72310,133804492,133804382,55038,0,OPTATIVO,GRADUAÇÃO
72409,133795124,133795010,61117,0,OPTATIVO,GRADUAÇÃO
72455,134044595,134044403,52691,0,OPTATIVO,GRADUAÇÃO
72497,134044482,134044403,55370,0,OPTATIVO,GRADUAÇÃO
72643,134044485,134044403,20033,0,OPTATIVO,GRADUAÇÃO
72718,133795029,133795010,26922,0,OPTATIVO,GRADUAÇÃO
72762,134044564,134044403,52788,0,OPTATIVO,GRADUAÇÃO
72783,134044439,134044403,21764,0,OPTATIVO,GRADUAÇÃO
72799,133798921,133795010,69607,0,OPTATIVO,GRADUAÇÃO
72807,133804529,133804382,52694,0,OPTATIVO,GRADUAÇÃO
72829,133799387,133795010,69693,0,OPTATIVO,GRADUAÇÃO
72942,134045132,134044403,55028,5,OBRIGATÓRIO,GRADUAÇÃO
72988,133804496,133804382,55044,0,OPTATIVO,GRADUAÇÃO
72990,133798097,133797961,55047,0,OPTATIVO,GRADUAÇÃO
73028,134044604,134044403,52996,0,OPTATIVO,GRADUAÇÃO
73120,133798076,133797961,61117,0,OPTATIVO,GRADUAÇÃO
73124,133798934,133795010,69620,0,OPTATIVO,GRADUAÇÃO
73182,151047856,133804382,69622,0,OPTATIVO,GRADUAÇÃO
73197,134044435,134044403,21083,0,OPTATIVO,GRADUAÇÃO
73220,133798082,133797961,52672,0,OPTATIVO,GRADUAÇÃO
73228,134044641,134044403,2054906,4,OBRIGATÓRIO,GRADUAÇÃO
73260,133795202,133795010,61130,0,OPTATIVO,GRADUAÇÃO
73527,133798144,133797961,63936,0,OPTATIVO,GRADUAÇÃO
73566,133795142,133795010,55096,0,OPTATIVO,GRADUAÇÃO
73569,133795181,133795010,52702,0,OPTATIVO,GRADUAÇÃO
73651,133804433,133804382,55370,0,OPTATIVO,GRADUAÇÃO
73708,133798184,133797961,66437,3,OBRIGATÓRIO,GRADUAÇÃO
73723,133804470,133804382,61086,0,OPTATIVO,GRADUAÇÃO
73748,133799085,133797961,69588,0,OPTATIVO,GRADUAÇÃO
73816,133804399,133804382,26920,0,OPTATIVO,GRADUAÇÃO
73921,133804489,133804382,52673,0,OPTATIVO,GRADUAÇÃO
74044,133804460,133804382,61095,0,OPTATIVO,GRADUAÇÃO
74045,139852687,133795010,72275,0,OPTATIVO,GRADUAÇÃO
74046,133798137,133797961,55058,0,OPTATIVO,GRADUAÇÃO
74077,133798128,133797961,52697,0,OPTATIVO,GRADUAÇÃO
74143,139652270,133797961,72205,0,OPTATIVO,GRADUAÇÃO
74223,133795041,133795010,2054957,0,OPTATIVO,GRADUAÇÃO
74234,133798907,133795010,69592,0,OPTATIVO,GRADUAÇÃO
74250,139652269,133797961,72204,0,OPTATIVO,GRADUAÇÃO
74489,133795189,133795010,55084,0,OPTATIVO,GRADUAÇÃO
74589,151051342,133804382,69591,0,OPTATIVO,GRADUAÇÃO
74889,133795011,133795010,2041507,0,OPTATIVO,GRADUAÇÃO
74949,133798019,133797961,52972,0,OPTATIVO,GRADUAÇÃO
75100,133795034,133795010,23558,0,OPTATIVO,GRADUAÇÃO
75187,151047038,133804382,69607,0,OPTATIVO,GRADUAÇÃO
75198,139853348,134044403,72275,0,OPTATIVO,GRADUAÇÃO
75233,133795130,133795010,52672,0,OPTATIVO,GRADUAÇÃO
75253,133795135,133795010,55039,0,OPTATIVO,GRADUAÇÃO
75315,133798045,133797961,65104,0,OPTATIVO,GRADUAÇÃO
75412,133804560,133804382,65101,0,OPTATIVO,GRADUAÇÃO
75446,134044508,134044403,61095,0,OPTATIVO,GRADUAÇÃO
75467,151036499,133797961,72708,0,OPTATIVO,GRADUAÇÃO
75480,134044415,134044403,68447,0,OPTATIVO,GRADUAÇÃO
75564,133799093,133797961,69595,0,OPTATIVO,GRADUAÇÃO
75657,133798152,133797961,62888,0,OPTATIVO,GRADUAÇÃO
75674,133804487,133804382,61122,0,OPTATIVO,GRADUAÇÃO
75735,133804386,133804382,59634,0,OPTATIVO,GRADUAÇÃO
75739,134044605,134044403,55055,0,OPTATIVO,GRADUAÇÃO
75877,133795216,133795010,55325,0,OPTATIVO,GRADUAÇÃO
76015,133795217,133795010,23538,0,OPTATIVO,GRADUAÇÃO
76031,133799082,133797961,69585,0,OPTATIVO,GRADUAÇÃO
76128,134044516,134044403,61084,0,OPTATIVO,GRADUAÇÃO
76138,139890030,133797961,72273,0,OPTATIVO,GRADUAÇÃO
76150,133804507,133804382,52685,0,OPTATIVO,GRADUAÇÃO
76253,133795144,133795010,55045,0,OPTATIVO,GRADUAÇÃO
76256,133804545,133804382,68479,0,OPTATIVO,GRADUAÇÃO
76298,133804577,133804382,66440,1,OBRIGATÓRIO,GRADUAÇÃO
76378,133798080,133797961,61121,0,OPTATIVO,GRADUAÇÃO
76481,133804397,133804382,26918,0,OPTATIVO,GRADUAÇÃO
76528,137509079,133795010,70970,0,OPTATIVO,GRADUAÇÃO
76539,133804604,133804382,21783,7,OBRIGATÓRIO,GRADUAÇÃO
76614,133795204,133795010,63933,0,OPTATIVO,GRADUAÇÃO
76654,133804522,133804382,55054,0,OPTATIVO,GRADUAÇÃO
76686,134044573,134044403,55060,0,OPTATIVO,GRADUAÇÃO
76719,133795049,133795010,2054925,0,OPTATIVO,GRADUAÇÃO
76740,133798168,133797961,23538,0,OPTATIVO,GRADUAÇÃO
76851,133798143,133797961,68482,0,OPTATIVO,GRADUAÇÃO
76867,133795235,133795010,52664,3,OBRIGATÓRIO,GRADUAÇÃO
76905,133795031,133795010,26924,0,OPTATIVO,GRADUAÇÃO
76974,139651573,133804382,72205,0,OPTATIVO,GRADUAÇÃO
77167,134107161,133797961,64878,0,OPTATIVO,GRADUAÇÃO
77222,133798041,133797961,59737,0,OPTATIVO,GRADUAÇÃO
77315,134044624,134044403,68478,0,OPTATIVO,GRADUAÇÃO
77345,134044459,134044403,2054923,0,OPTATIVO,GRADUAÇÃO
77467,133804570,133804382,23557,0,OPTATIVO,GRADUAÇÃO
77475,134044596,134044403,52692,0,OPTATIVO,GRADUAÇÃO
77586,133798090,133797961,55041,0,OPTATIVO,GRADUAÇÃO
77727,133799103,133797961,69606,0,OPTATIVO,GRADUAÇÃO
77833,133795132,133795010,55036,0,OPTATIVO,GRADUAÇÃO
77851,133795209,133795010,68478,0,OPTATIVO,GRADUAÇÃO
77907,133804416,133804382,2054922,0,OPTATIVO,GRADUAÇÃO
78066,133795101,133795010,61108,0,OPTATIVO,GRADUAÇÃO
78359,133804403,133804382,26924,0,OPTATIVO,GRADUAÇÃO
78430,133795109,133795010,61083,0,OPTATIVO,GRADUAÇÃO
78478,134044486,134044403,46256,0,OPTATIVO,GRADUAÇÃO
78492,134044530,134044403,61117,0,OPTATIVO,GRADUAÇÃO
78500,133804464,133804382,61099,0,OPTATIVO,GRADUAÇÃO
78504,133795150,133795010,55051,0,OPTATIVO,GRADUAÇÃO
78829,133804503,133804382,55050,0,OPTATIVO,GRADUAÇÃO
78929,134044554,134044403,55051,0,OPTATIVO,GRADUAÇÃO
78946,134045130,134044403,52666,4,OBRIGATÓRIO,GRADUAÇÃO
79053,139850799,133804382,69615,0,OPTATIVO,GRADUAÇÃO
79159,133795018,133795010,62381,0,OPTATIVO,GRADUAÇÃO
79166,133795178,133795010,52698,0,OPTATIVO,GRADUAÇÃO
79221,133798142,133797961,68479,0,OPTATIVO,GRADUAÇÃO
79337,133798926,133795010,69612,0,OPTATIVO,GRADUAÇÃO
79362,133795149,133795010,55050,0,OPTATIVO,GRADUAÇÃO
79536,139932349,134044403,69602,0,OPTATIVO,GRADUAÇÃO
79543,134044600,134044403,52697,0,OPTATIVO,GRADUAÇÃO
79621,134044548,134044403,55096,0,OPTATIVO,GRADUAÇÃO
79639,133804392,133804382,68447,0,OPTATIVO,GRADUAÇÃO
79656,133799109,133797961,69612,0,OPTATIVO,GRADUAÇÃO
79746,133795226,133795010,55021,2,OBRIGATÓRIO,GRADUAÇÃO
79796,134044447,134044403,43523,0,OPTATIVO,GRADUAÇÃO
79911,133798927,133795010,69613,0,OPTATIVO,GRADUAÇÃO
79924,151043557,134044403,72710,0,OPTATIVO,GRADUAÇÃO
79925,133795182,133795010,52996,0,OPTATIVO,GRADUAÇÃO
79930,133804442,133804382,59732,0,OPTATIVO,GRADUAÇÃO
79931,133804567,133804382,68477,0,OPTATIVO,GRADUAÇÃO
